Text,labels,Tokens_used
"mona tougard,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",548
"last year deserved nominated one pice would mona anok,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",558
"makes forget walk white,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""great"", ""amazing"", ""impressed"", ""thrilled"", ""excited"", ""horrible"", ""bad"", ""disappointed"", ""terrible"", ""worse"", ""hate""]",612
"yall judging youre one getting paid walking,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""disappointed""]",555
"ryujin looked incredible day,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",552
"shes beautiful im gon na cry,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",553
"captions make overthink minutes,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""disappointed""]",573
"please let work pr,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""neutral""]",550
"first allthey arent boots,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",551
"forgot tail,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",547
"really love,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love""]",568
"im reading romans reckoning lucas lamont good,","Brand_labels: [""product quality""]
Emotion_labels: [""good""]",555
"favourite brand life,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",550
"wahh wattpad story fantasy best sihh,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",555
"wohoo duo maut bngt sih ini,","Brand_labels: [""product quality""]
Emotion_labels: [""excited""]",557
"boots first slide,","Brand_labels: [""product quality""]
Emotion_labels: []",546
"first dress hard find gather famous actress called zhao lusi wore literally cant find anywhere,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",562
"need first dress bad,","Brand_labels: [""product quality""]
Emotion_labels: [""bad""]",548
"actually adore account,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",549
"nailed per usual,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",548
"third outfit,","Brand_labels: [""product quality""]
Emotion_labels: []",544
"dontcallmem0mmy weirdoh0e theyre cute,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",557
"literal angel wow shes divine,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",552
"love shrooooms,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",549
"julia literally need mommy,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",550
"lol threw like 5gs garbage today first day like 5 years post see wow,","Brand_labels: [""product quality""]
Emotion_labels: [""amazed""]",562
"show everyone slipping,","Brand_labels: [""product quality""]
Emotion_labels: [""horrible""]",548
"r diamonds real,","Brand_labels: [""product quality""]
Emotion_labels: []",545
"yacting shes made italy,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",551
"jdl author,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",549
"whos even raden,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",549
"reason gets paid much shes well known people likely buy things shes worn theres point hating,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""hate""]",566
"models days dont patch models 8090s looks walks individuality,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",557
"models dont things handed given chancejust opinion luv kenny,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",558
"theres awkwardness walk cant put finger,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",553
"yall reality kendall brand valuable runways models actually perform better gets paid,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",559
"doberman cost 800 im happy got,","Brand_labels: [""customer service""]
Emotion_labels: [""happy""]",552
"completly understand love,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",549
"love chihuahuas,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love""]",571
"best names though,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",549
"first runway show ive seen kendall actually impressed look go,","Brand_labels: [""product quality""]
Emotion_labels: [""impressed""]",556
"lady gaga dressed gigis dress oscars today,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",558
"models looking straight forward theres naomilooking everyone,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",555
"loud poverty look ive crafting 20 years,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",552
"id rather called tacky new money bc least theres money,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""disappointed""]",558
"wearing obvious labels stealth tacky,","Brand_labels: [""product quality""]
Emotion_labels: [""horrible""]",552
"ive serving real loud broke,","Brand_labels: [""product quality""]
Emotion_labels: [""horrible""]",550
"ugh obsessed haileys style,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",552
"hailey biebers style copy paste 20172022 pinterest girls yall pathetic lol,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""horrible""]",565
"obsessed jeans idea get something similar dupes,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",553
"work go unnoticed thank us,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",550
"love seeing actually wear vs promote insta,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",554
"also justine skye couldnt find pics wearing bag,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""disappointed""]",558
"find haileys jeans pls,","Brand_labels: [""product quality""]
Emotion_labels: []",548
"dua whole different shade didnt even recognise thought black cause skin tone matched megan,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",561
"grammys oscar met gala many awarding show versace always present,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",558
"thanks mariah carey whitney,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",553
"thank douna tiella,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",550
"always amazing walk definitely improved 2019 looked confident,","Brand_labels: [""product quality""]
Emotion_labels: [""amazing""]",555
"started strong,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",549
"feels versace absolutely clear,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",552
"donatella always cute,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",551
"want donatella compliment walk,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",552
"respect opinions given walk agency loves walk doesnt want changing anything,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",555
"ur bouncing lot thats unnecessary also theres 3 levels hipshoulder movement intensity different shows ask different walks 1,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",567
"feel like youre moving around much cant focus clothes,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",554
"think yall forgetting lot models like naomi campbell walked always extremely powerful,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",561
"im trying mean would facial expression ur photosrunway repetitive,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",556
"get confused seeing people criticize walk cause feel like see many runway models walk like,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""confused""]",562
"obssesed wow,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",549
"think look like im walking around walmart full fit face beat 100 actually look like,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",561
"care yall got ta say gigi shes drop dead gorg woman iv seen life,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",564
"2015 walk shows shes bit stressed 2023 confident breathtaking walk,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""confident"", ""breathtaking""]",566
"really versace,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",547
"home alone playing music make feel cool,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",551
"growth walk beautiful,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",549
"apologies confusion vogue article confused fact rick owens dress make post row outfits soon,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",562
"shes pretty,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",549
"bswbas useriioc,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""great""]",575
"black_phoenixx,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",552
"song please,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""great""]",571
"loewe fw24 thoughts,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",549
"want clear fashion elite row,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",549
"hands best take ive heard,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",551
"wonder something olsen twins personal relationship social media,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",554
"fashion elite row perfectly put,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",552
"like watching runway shows previdephoning love youll really enjoy savor magic happening moment,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",564
"could please review loewe,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",549
"omg loveee video quite hard hear loud music,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",554
"bought random sandler ones theyre comfy,","Brand_labels: [""product quality""]
Emotion_labels: []",551
"dunst coats simple stylish pill like crazy,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",554
"woman takes inspiration row thank introducing california arts,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",554
"man loooove cherry la,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",552
"think cos madewell pretty good alternatives,","Brand_labels: [""product quality""]
Emotion_labels: [""good""]",552
"love entire studios basically elevated version essentials lol,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",552
"almost entire line california arts say chefs kiss,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",552
"row designer1 put logo designer2 nah theyll mention,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",555
"cant wait quiet luxury nonsense always loved row tho idea wellmade timeless pieces satisfying,","Brand_labels: [""product quality"", ""reputation & heritage""]
Emotion_labels: [""love"", ""excited""]",569
"quiet luxury seems heavily rooted elitism à la carte racism far twins theyve girls since kid,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""horrible""]",565
"genuinely dont think hear designer brand referenced dropped luxury content row,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""disappointed""]",560
"bringbackthewalmart collection,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",549
"think influencers realized ppl respond row shifted towards loud buying,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",554
"moshe uuuuggh love chanel thanks,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",556
"worked rl styling samples handled rickys awesome horror story,","Brand_labels: [""customer service""]
Emotion_labels: [""horrible""]",556
"white adore named rls wife love brand almost underground indulgence,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",558
"ricky gorgeous,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",549
"love bag row thanks suggestion thoughts eartha bag zac posen,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",557
"rickyrickie spelling beautiful im love,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",552
"many ricky bags 33 mini bucket backpack canvasleather ricky,","Brand_labels: [""product quality""]
Emotion_labels: []",556
"haveeeee give us shoe tourrrrr pretty pleaseeeeee pretty pleaseeee,","Brand_labels: [""product quality""]
Emotion_labels: [""excited""]",560
"natural waves pretty tutorial products use,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",550
"chicest ever im obsessed got grover rad newspaper jeans bc love,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",558
"youre inspo,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",550
"im lately girl lately meaning since forever,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",551
"security guy neeeeds read voguee loooove,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",558
"obsessed color vibe,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",548
"hermoso rm,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",548
"im literally obsessed andiamo bottega go,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",554
"looks like car tire tho,","Brand_labels: [""product quality""]
Emotion_labels: [""bad""]",549
"hate feel like u try generic tiktok personality would really like see ur personality instead like ur vids,","Brand_labels: [""customer service""]
Emotion_labels: [""hate""]",565
"think get itll really make ur outfits seem put together go pretty much anything,","Brand_labels: [""product quality""]
Emotion_labels: []",557
"think light blue one,","Brand_labels: [""product quality""]
Emotion_labels: []",546
"misspoke florences dress brand standing ground,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",553
"zendaya always wows love sleeves timmys,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",555
"zendaya kills always trusting top,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",552
"im late size normally shoes im thinking getting size 38 need help,","Brand_labels: [""customer service""]
Emotion_labels: []",555
"casablanca thing looks good,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",551
"im sorry really dont understand fashion ask,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",552
"people actually wear stuff like,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",550
"look like jojo characters one brand jojo character name,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",555
"clarity pronunciation,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",548
"im officially fan casablanca,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",553
"plastic bag,","Brand_labels: [""sustainability""]
Emotion_labels: []",545
"know ai cant help feel high fashion ick,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""disappointed""]",556
"crazy quickly yall forget balenciaga blatant paedopheelia,","Brand_labels: [""reputation & heritage"", ""ethical practices""]
Emotion_labels: [""horrible""]",565
"missy cant fucking breathe,","Brand_labels: [""customer service""]
Emotion_labels: [""horrible""]",550
"tilda swinton somewhere feel presence,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",553
"imagine someone steps back shoes,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",551
"ngl thats upgrade,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",548
"balenciaga track runners hella ugly,","Brand_labels: [""product quality""]
Emotion_labels: [""horrible""]",553
"w gatekeeping yall dont let em know pandabuy goat fr,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",560
"coolest thing ive ever seen,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",553
"balenciaga marketing team working overtime trying clean image,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",554
"2000 ai gon na destroy life live 2023 braking bad balenciaga ai,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""bad""]",563
"surprised balenciaga didnt use holly,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""surprised""]",558
"would cool wasnt balenciaga,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""disappointed""]",554
"swear balenciagas marketing team trying save brand,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",554
"felix hwasa love,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",551
"wow hwasas stunning,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",551
"well shes getting paid,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",549
"try much different runway shows completely taken focus clothes away,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",555
"want know muddy clothes,","Brand_labels: [""product quality""]
Emotion_labels: []",546
"besidesin 2008 people georgia hell war russiathey walk days weeks mud cold rain snow,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""horrible""]",568
"wash feet dont running water,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",550
"baleciga conclude best idea brand tacky idc,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""bad""]",558
"must cold,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",547
"oppa brother,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",549
"want rich oppa,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",550
"sharing caring,","Brand_labels: [""social impact""]
Emotion_labels: []",544
"brother,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""great"", ""amazing"", ""impressed"", ""thrilled"", ""excited"", ""horrible"", ""bad"", ""disappointed"", ""terrible"", ""worse"", ""hate""]",610
"rheaclavelmuring u,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",552
"whos first guy white shirt,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",550
"first girl gorgeoussss,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",550
"first guy tho,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love""]",569
"felix glowing,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",549
"funny used fan made remix,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""amused""]",553
"thought edit untili took look user,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",552
"video jimin please thank,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",549
"scratches itch brain,","Brand_labels: [""product quality""]
Emotion_labels: []",546
"bass hits different,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",548
"sir respectfully marry,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",548
"sing peaches mario bros movie please,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""excited""]",576
"tiktok didnt know needed hear,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",553
"bet hes bass bout bass treble,","Brand_labels: [""product quality""]
Emotion_labels: []",549
"sing arabian nights pleas,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",551
"idk anyone told bestie ive absolutely loving seeing smile much lately,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",557
"theres another part ran time know usual,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",553
"give us cody update u guys r sooooo cute hes sweet ur pretty ur power couple,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",562
"stop im crying tears got im happy,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",551
"look youre glowing,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",547
"ahhh happy,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""excited""]",570
"sorry language sounds elegant,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",548
"outfits tho,","Brand_labels: [""product quality""]
Emotion_labels: []",545
"whats name louis button,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",549
"creased,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",547
"bro got drip fr tho,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",549
"love yall love spoiling yalls kids look appreciate showing excitement things,","Brand_labels: [""customer service""]
Emotion_labels: [""love"", ""excited""]",562
"clearly kids asked rewarded mom way got act right whatever like,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",557
"cried today today,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",549
"oh see kids think yall richlove,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",554
"yall act like expensive,","Brand_labels: [""product quality""]
Emotion_labels: []",547
"thats galleria mall looks different u still stl,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",556
"way knew sent,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",548
"caption know,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",546
"harry dont shy send something,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",550
"chris jamal evans harry fighting love triangle true romance,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",559
"trying get back chris,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",550
"date alreadyyy,","Brand_labels: [""customer service""]
Emotion_labels: [""excited""]",548
"really want see update telling us messaged back job,","Brand_labels: [""customer service""]
Emotion_labels: []",552
"love tested hyperthyroidism,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",550
"fact said hiring insane yet amazing,","Brand_labels: [""customer service""]
Emotion_labels: [""amazing""]",551
"alessandro michele italian fashion designer recently served creative director gucci,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",559
"im sorry chic hell,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",549
"ayee pinterest board one day lawd,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",555
"would sell soul shoes,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",548
"snake bottom though,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",548
"hurts see others living dream,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""disappointed""]",574
"wish could afford,","Brand_labels: [""product quality""]
Emotion_labels: []",545
"im obsessed boots ive going back forth whether get convinced got ta get,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",557
"dramatic would die shoes,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",550
"love bad cant afford sighs,","Brand_labels: [""product quality"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""bad""]",569
"generosity comments immaculate real mvp,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",552
"moms favorite word ana abok,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",553
"really thought could escape,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",549
"reaction,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""excited""]",568
"arandompersonthatlikesmyrecentpostwill haveaglowupontheirbday,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""great"", ""amazing"", ""impressed"", ""thrilled"", ""excited""]",601
"erica de lima luxury fashion love thanks,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",555
"lv new coach mk,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",548
"thats feel intimidated every time,","Brand_labels: [""customer service""]
Emotion_labels: [""horrible""]",551
"vintage new poor hshshshshs soy,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""bad""]",557
"anybody else notice said vanclef bracelet cartier,","Brand_labels: [""product quality""]
Emotion_labels: []",553
"literally sue defamation,","Brand_labels: [""customer service""]
Emotion_labels: [""horrible""]",549
"thats dont like going shops,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",551
"im neither black bougie already feel enriched,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",552
"love algorithm thinks im powerful black woman knows hair dress like baddie,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",558
"white cousin,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""great"", ""amazing"", ""impressed"", ""thrilled"", ""excited"", ""horrible"", ""bad"", ""disappointed"", ""terrible"", ""worse"", ""hate""]",610
"im whiter ghost im happy,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""excited""]",573
"im white always say im bougie budget thank series,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",556
"congratulations really got feel like spoke soul,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",554
"armymochi2528 perrit0_h0lly army_bt079 _armyblink_mochi_d_jk,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",573
"twitter,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",545
"aaaay que bonito video best mommy,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",554
"stop fact one god sent companion keep forever young,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",555
"ohh precious shes moon bby,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",554
"whyyyy cut right beat drop,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",551
"waiting beat drop,","Brand_labels: [""product quality""]
Emotion_labels: [""excited""]",548
"guys caption litera louboutin chanel louboutin red bottom nails chanel chanel accent nail duhhh,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",570
"umm chanel btw good job love nails,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",554
"dont get painted red covered black,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",551
"wht use hold nails need one,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",552
"im sad couldnt hear beat drop,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",552
"yooo trying find way paint mine nails couldnt,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",555
"play amber movie,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""great"", ""amazing"", ""impressed"", ""thrilled"", ""excited""]",588
"thought amber heard,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""disappointed""]",550
"oh nooo need watch twilight 962628th time,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",556
"wait damn minute thought amber heard,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""surprise""]",553
"omg could close,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",549
"anyone know instagram,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",549
"kanye looked happy someone acknowledged,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",553
"love way liza make anyone feel comfortable needs,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",553
"tan really tanning season wow,","Brand_labels: [""product quality""]
Emotion_labels: [""excited""]",551
"liza good needs come back,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",552
"mom mix trendy classy rich mom,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",552
"im trendy classic one im screaming,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",553
"either classic zimmerman,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",551
"pilates mum wouldnt wear jacket dont think,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",555
"wheres nonexisting mom,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",550
"hope chanel paid shoot bring fabulous front store right stunningly beautiful modern,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",560
"cliffords best friend knew,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",552
"thank making world colorful,","Brand_labels: [""social impact""]
Emotion_labels: [""love""]",548
"dare front walmart,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",548
"turned british,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",546
"flowting daimond,","Brand_labels: [""product quality""]
Emotion_labels: []",547
"floating diamond,","Brand_labels: [""product quality""]
Emotion_labels: []",544
"immediately googles cartier hoop earrings price,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",556
"sweet brands show appreciation like kind,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",550
